Comment #,Assigned to:,Sentence,Prosocial,Abusive
14099215,572068,I totally agree with you .,N/A,No
14099215,572068,I have a dominant personality and I look for the same thing in girls .,N/A,No
14099215,572068,"I do n't want sheeps , I preffer girls .",N/A,No
14099215,572068,2508,N/A,No
14099272,597909,"Hi, I am in Nor Cal and there are many other like minded people here too .",N/A,No
14099272,597909,PM me if you want to chat .,N/A,No
14099274,599102,I moved here because I am going to Germany in September and wanted to see my family before I left .,N/A,No
14099274,599102,Good luck on the magneto-hyperdrive .,N/A,No
14099274,599102,WehrWolf101,N/A,No
14099335,599108,German Fest !!!!!!!,N/A,No
14099335,599108,Milwaukee Wisconsin The Third Weekend In July Every Year !,N/A,No
14099335,599108,Lots Of Beautiful White German Women !,N/A,No
14099335,599108,Lots Of Beer And Food !!!,N/A,No
14099335,599108,Hope To See You There ! 14 Words !!!! 88 !!!!! 11,N/A,No
14099413,598744,"I tried to click on your link and see your pictures , but there was nothing .",N/A,No
14099413,598744,Maybe I will try later .,N/A,No
14099413,598744,"Maybe you need to move , but honestly I think it 's that way everywhere unfortunately .",N/A,No
14099413,598744,Good luck ! 11,N/A,No
14099414,599111,Try this link here .,N/A,No
14099414,599111,"From there , just click on `` pictures '' and wait for them to load .",N/A,No
14099414,599111,"A lot there are old , but I have lots of new ones I 'll be adding soon .",N/A,No
14099517,573541,"I was the child from hell , littlehatekitten and my son is one of the most well behaved children I have ever seen .",N/A,No
14099517,573541,Maybe it skips a generation ?,N/A,No
14099571,599133,"As a 28 Year Old Straight White Nationalist Male , nothing turns me on more as a White Woman who is Powerful or successful in the buisiness world or Just as powerful in her own beliefs ..",N/A,No
14099571,599133,White Pride World Wide ..,N/A,No
14099593,573787,"I've met a few people who I talk to outside of SF , and I consider them to be pretty good friends .",N/A,No
14099605,599118,"Usually go to Lake Michigan Beach , MI .",N/A,No
14099605,599118,In late June early July with friends and family ..,N/A,No
14099605,599118,Beautiful place .,N/A,No
14099605,599118,Which part are you in Berserkergrrl ? 11,N/A,No
14099704,598419,"As soon as i get a little smarter , i 'll figure out how to attach pics if this one did n't work .",N/A,No
14099762,573473,"I'm often asked what my main squeeze looks like , here she is , Sweet Polly Purebred , in a scene where I save her from the evil jew scientist Simon Bar Sinister",N/A,No
14099821,573541,"Oh I see how it is , Son of the Mist .",N/A,No
14099821,573541,You laugh at us but I have yet to see a picture of you .,N/A,No
14099857,599159,88..im from houston and hoping to get a few others to go from austin also ... if there is anyone needing a ride from houston they can message me on yahoo .. under cherrybyrd88 ...,N/A,No
14099872,586237,"Hi all , I just would like to meet white conscious people from other countries , specially girls .",N/A,No
14099872,586237,I am a 23 year old Spanish guy .,N/A,No
14099872,586237,White pride worldwide ! 3033,N/A,No
14099981,599166,Ive never herd of one even actually happening but i would think that it would not last either.if you dont get along you never will. cant force it .,N/A,No
14099999,599170,I am looking for people in north county area .,N/A,No
14099999,599170,"I live near Battle Ground , WA and Vancouver , WA Seems like more wiggers and minority supporters around town , standing for leftist B.S. Would n't mind knowing some people out here again .",N/A,No
14099999,599170,Blut und Ehre !,N/A,Yes
14099999,599170,Chris,N/A,No
14100040,593146,i was shocked that the New Age Tattoos parlor did my celtic cross but he did charge a lot of money for a simple black and white tat $ 130 for it,N/A,No
14100075,599045,"welcome to mass. its been awhile since i have ben on but i am from milton , just south of boston. if looking for a friend send me a message .",N/A,No
14100075,599045,14/88,N/A,No
14100101,599177,I can get a ride to see you some time this summer if that is cool i need to get up with someone in NJ as it is his name is HAL i have talk to him but i want to meet him so when i go to see him I can stop to see you if that is ok,N/A,No
14100128,599186,hey whats up i 'm new on here and i would like to have someone to talk to so hit me back for whatever,N/A,No
14100180,599191,im 21 in hamilton looking for people who dont put up with society 's crap my email is hammer _ smashed _ skull@hotmail.com,N/A,No
14100212,598982,im going to be moving from southern california soon to washington and i was wondetring how many people here are in the seattle tacoma area thanks steven,N/A,No
14100224,585681,I was n't able to attend the last event but really would like to met some normal people in San Diego .,N/A,No
14100224,585681,Does anyone want to meet somewhere within the next few weeks ?,N/A,No
14100224,585681,Maybe spread some HATE and intolerance ?,N/A,Yes
14100290,599197,"I think I will post one , I placed my profile on Eurodate a few days ago .",N/A,No
14100290,599197,So I 'll use the same one for the most part .,N/A,No
14100290,599197,Thanks everybody for your input .,N/A,No
14100487,599149,"I had another picture on here at one point , with my old account , but it must be in the old thread .",N/A,No
14100549,574058,"I have n't , because I threw out my TV in the mid-1990s when there were to many blacks on TV .",N/A,Yes
14100549,574058,I figured it would only get worst .,N/A,No
14100549,574058,Welcome Erica .,N/A,No
14100620,587055,"Welcome, its always great to see new members on .",N/A,No
14100620,587055,Theres a wealth of information and alot of great people on here .,N/A,No
14100623,599218,Hi its great to hear from all of u .,N/A,No
14100623,599218,Sry I didnt respond sooner but right now im using free aol accounts,N/A,No
14100647,574431,Hi there best way to lose the pounds I use to be 395lbs I tried very diet program on the market 4hr at gym very 3days until friends told me easy way to kept the pounds off it may sound funny Don t eat anything white .,N/A,No
14100647,574431,"Cut out the chip and soda , candy and sweet drinks Spend 2hr s 3days a week in gym .",N/A,No
14100647,574431,1year 3months later 194lbs,N/A,No
14100692,599177,I thank that the only one that can tall you what to do is your self and no one els if you see this guy and like his pic. make sure he knows you are WP if you are or you like only White men. that is the way i see it .,N/A,No
14100782,580983,Everyone on my MSN gets all manner of pics ( ) but I 've never put any up here so here goes Some pics from about a year ago and a small anigif from a week ago heh Robin,N/A,No
14100820,599140,new to the hole scene 20/m from connecticut make sure you find the real people and not the hole fake wp people,N/A,No
14100883,599177,Hi All I am 130lb and I have Brown hair and I am looking for a WP girl in NC around fay or brag if this is you e-mail me,N/A,No
14100961,599262,I'm 26 and living in Wisconsin ..... just looking for someone to chat with about similar beliefs and life in general ....... location is unimportant,N/A,No
14100964,598849,"hi read your post and my name is james from australia , and would like to well write to such a pleasent person as yourself have a nice day !",N/A,No
14101013,599276,Im looking for a good Aryan white male in or around the central jersey or surrounding area or some new friends from all around,N/A,No
14101031,599281,I wrote almost the same thing a week or so ago .,N/A,No
14101031,599281,"If you would like to chat , please PM me. xox and 88 Gretchen",N/A,No
14101084,574315,I used to enter horse competitions until I was thrown off one and broke my leg .,N/A,No
14101084,574315,Now I will not go near them .,N/A,No
14101347,586658,Rule Britannia I love you .,N/A,No
14101347,586658,Will you marry me and be my eternal wife in this life and when we enter Valhalla together ?,N/A,No
14101526,593187,Observer14.........,N/A,No
14101526,593187,I am in agreeance with you about this haven being a great place to speak out and vent the anger we get from living in Zogworld .,N/A,Yes
14101526,593187,WP WP WP WP,N/A,No
14101580,575777,"Thanks for the plug John , closest group of NA to Kansas City I know of are some of us in Omaha and the St Louis Unit .",N/A,No
14101609,586974,There is more to race than just skin color .,N/A,No
14101609,586974,"I guess us whites who tan for most of the year stop being whites save for a few winter days , eh ?",N/A,No
14101609,586974,"I like the Japanese , i really do .",N/A,No
14101609,586974,I have nothing against them .,N/A,No
14101609,586974,I respect them .,N/A,No
14101762,578158,Click the little button that has a head with him speaking next to the `` edit '' button in your post .,N/A,No
14101762,578158,I have no clue what it does but its there lol .,N/A,No
14102198,573685,Thanks for the kind words in a pm .,N/A,No
14102198,573685,Please feel free to pm me or email me anytime .,N/A,No
14102198,573685,My email is in my profile .,N/A,No
14102291,599426,"Awwwwww, that so sweet .",N/A,No
14102291,599426,"So I should probaly start working on the biscuits and gravy for breakfast when you come up then , huh ?",N/A,No
14102350,599368,this thread seems pretty dead lately. i think it would be cool to hear about anyone who has made any good friends from one of the cookouts .,N/A,No
14102350,599368,88,N/A,No
14102360,599457,I'm a student at U of A ; God only knows how I got in and why i go to school .,N/A,No
